 ,title,genres,original_language,overview,popularity,production_companies,release_date,budget,revenue,runtime,status,tagline,vote_average,vote_count,credits,keywords,poster_path,backdrop_path,recommendations,trailer_views,trailer_likes
426249,Lords of Chaos,Drama-Music-Horror-Thriller,en,A teenager's quest to launch Norwegian Black Metal in Oslo in the 1990s results in a very violent outcome.,11.598,ELEVEN ARTS Studios-Chimney Poland-Insurgent Docs-RSA Films-Scott Free Productions-4 1/2-20th Century Fox-Vice Studios,9/20/18,0,365353,118,Released,Based on truth and lies,6.8,355,Rory Culkin-Emory Cohen-Jack Kilmer-Sky Ferreira-Valter Skarsgård-Anthony De La Torre-Sam Coleman-Jonathan Barnwell-Wilson Gonzalez Ochsenknecht-Lucian Charles Collier-Andrew Lavelle-James Edwyn-Gustaf Hammarsten-Jon Øigarden-Arion Csihar-Jason Arnopp-Levente Törköly-Petra Anita Mark-Flóra Zsoldos-Anna Zsoldos-Dzsenifer Bagi-Ivett Leszkovszki-Anna Fésus-Zsuzsanna Bíró-Melinda Mária Mátay-LaJosné Gyongyi Gyurkovszki-Dorina Fülop-Patrick McMenamin-Eric Casey Lamme-Matt Devere-Tom van Heesch-Gábor Meszlényi-Álmos Kovács-Anette Martinsen-Adrian Mills-Jørn Madislien-Espen Aas-Viktor Filep-Marina Miraglia-Antonio Mancino-Yukari Snapes-Klemens Koehring,suicide-based on novel or book-norway-nihilism-heavy metal-biography-based on true story-self mutilation-oslo norway-black metal-inspired by true story-semi-biographical-norwegian,/y2eOIfQw2lLZov6aJZ3xpPjnRHH.jpg,/oaDTXNmyqeNEEBat3h4ijiu27jv.jpg,215042-371445-739993-323373-451751-36124-166666-13207-33217-327331-290999-27429-10973-63197-11879-3053-14564-30497-3035-16281-1696,52154.88711,58368.54451
10774,Network,Drama,en,When veteran anchorman Howard Beale is forced to retire his 25-year post because of his age he announces to viewers that he will kill himself during his farewell broadcast. Network executives rethink their decision when his fanatical tirade results in a spike in ratings.,11.598,United Artists-Metro-Goldwyn-Mayer,11/14/76,3800000,23689877,122,Released,Television will never be the same.,7.9,1425,Peter Finch-Faye Dunaway-William Holden-Robert Duvall-Beatrice Straight-Wesley Addy-Ned Beatty-Arthur Burghardt-Bill Burrows-John Carpenter-Jordan Charney-Kathy Cronkite-Ed Crowley-Jerome Dempsey-Conchata Ferrell-Gene Gross-Stanley Grover-Cindy Grover-Darryl Hickman-Mitchell Jason-Paul Jenkins-Ken Kercheval-Kenneth Kimmins-Lynn Klugman-Carolyn Krigbaum-Zane Lasky-Michael Lipton-Michael Lombard-Pirie MacDonald-Russ Petranto-Bernard Pollock-Roy Poole-William Prince-Sasha von Scherler-Lane Smith-Ted Sorel-Fred Stuthman-Cameron Thomas-Marlene Warfield-Lydia Wilen-Lee Richardson-Lance Henriksen,new york city-corruption-adultery-profit-tv ratings-satire-murder-corporate-reporter-co-workers relationship-tv show in film-meeting-news-fired-network-anchor-tv news anchor,/gZ8hhuVEQ78CLND09trZJ45Eiy8.jpg,/pRMmLhZQncfvS44JelQyB078ZP2.jpg,968-654-826-903-3083-829-1578-11778-3090-599-1092-703-9040-963-632-595-891-9277-396-32615-792,9180498.487,9370805.187
414453,Columbus,Drama,en,When a renowned architecture scholar falls suddenly ill during a speaking tour his son Jin finds himself stranded in Columbus Indiana - a small Midwestern city celebrated for its many significant modernist buildings. Jin strikes up a friendship with Casey a young architecture enthusiast who works at the local library.,11.597,Depth of Field-Nonetheless Productions-Superlative Films,8/4/17,700000,1015744,104,Released,In the middle of all the mess... there was this.,7,293,John Cho-Haley Lu Richardson-Michelle Forbes-Rory Culkin-Parker Posey-Erin Allegretti-Shani Salyers Stiles-Reen Vogel-Rosalyn R. Ross-Lindsey Shope-Jem Cohen-Caitlin Ewald-Jim Dougherty-Joseph Anthony Foronda-Alphaeus Green Jr.-Wynn Reichert,library-coma-small town-indiana usa-heart attack-hospital-architecture-east asian lead-intercultural relationship-american midwest-korean american-addiction recovery-father son relationship-mother daughter relationship-korean-asian american,/3ZE5Wl3CdfUH4BkWRmyMKPHkWHx.jpg,/xN88RKXxjPAcQsdBz6XavZ00PFh.jpg,28501-550776-26039-758330-749727-816357-42987-592747-637053-780609-591538-428449-760336-395991-860159-864370-758866-429200-797-394117-400617,553677.3469,314578.7096
140818,Ragnarok,Action-Adventure,no,"Archaeologist Sigurd Svendsen discovers that the Oseberg ship hides a secret from the Viking Age. Along with his two children put Sigurd out on a quest to find the truth. The mystery leads them into ""No Man's Land"" between Norway and Russia where no man traveling in modern times. Old runes take on new meaning when the secret they uncover is more frightening than anyone could have imagined.",11.596,Film i Väst-Fantefilm-Ghost VFX,1/1/13,6500000,3721345,120,Released,All myths have an origin,5.7,181,Pål Sverre Hagen-Nicolai Cleve Broch-Sofia Helin-Bjørn Sundquist-Maria Annette Tanderød Berglyd-Julian Podolski-Terje Strømdahl-Kyrre Haugen Sydness-Marika Enstad-Tom Aksel Mathisen-Jens Hultén-Vera Rudi-Stefan Cronwall-Martin Eklöf-Rina Kelly,treasure-viking-ancient history-clue-archaeologist-norse mythology,/7io1VfX1sRta46vb4aHBnHWgCGp.jpg,/wwAPq07qKQlrNKkEYUOwljel6of.jpg,75612-585511,1098389.895,1082629.61
704,A Hard Day's Night,Music-Comedy,en,Capturing John Lennon Paul McCartney George Harrison and Ringo Starr in their electrifying element 'A Hard Day's Night' is a wildly irreverent journey through this pastiche of a day in the life of The Beatles during 1964. The band have to use all their guile and wit to avoid the pursuing fans and press to reach their scheduled television performance in spite of Paul's troublemaking grandfather and Ringo's arrest.,11.596,United Artists-Proscenium Films-Walter Shenson Films-Maljack Productions,7/7/64,560000,2360561,88,Released,"The Beatles, starring in their first full-length, hilarious, action-packed film!",7.4,554,John Lennon-Paul McCartney-George Harrison-Ringo Starr-Wilfrid Brambell-Norman Rossington-John Junkin-Victor Spinetti-Anna Quayle-Deryck Guyler-Richard Vernon-Edward Malin-Lionel Blair-Robin Ray-Alison Seebohm-David Janson-Bridget Armstrong-Roger Avon-Bruce Beeby-Isla Blair-John Bluthal-Pattie Boyd-Andre Charisse-Phil Collins-Sheila Fearn-Rosemarie Frankland-Bob Godfrey-Kenneth Haigh-Susan Hampshire-Victor Harrington-Julian Holloway-Clare Kelly-David Langton-Al Lewis-Jeremy Lloyd-Derek Nimmo-Margaret Nolan-Jim O'Brady-Charlotte Rampling-Gordon Rollings-Edina Ronay-Marianne Stone-Noel Trevarthen-Michael Trubshawe-Carol White-Neil Wilson,adolescence-great britain-culture clash-pop culture-press conference-musical-behind the scenes-fame-police chase-mockumentary-older man younger woman relationship-cult film-shaving-swinging 60s-railway station-psychotronic-generation gap-television director,/p0kHz7m64wDzvPLmkUl36pN2IHP.jpg,/9hWiNbvLR3nPDanTdEWOc4EeBGp.jpg,14831-34038-12105-20556-1055495-34463-391698-33511-630-1725-595-775-252-702-221-961-1052-901-239-975,1341980.782,580664.7586
949273,TacoTown: The Movie,Thriller-Comedy,en,Ordinary citizen Daniel Robbins's life is changed when he is visited by a talking taco-like version of himself from another dimension.,11.596,TacoTales Movies,5/21/22,7,1,50,Released,They're one in the same.,0,0,Lucas DeLuca,taco-y,,,,0.527429987,0.228574515
306745,Freeheld,Romance-Drama,en,New Jersey car mechanic Stacie Andree and her police detective girlfriend Laurel Hester both battle to secure Hester's pension benefits after she was diagnosed with a terminal illness.,11.594,Double Feature Films-High Frequency Entertainment-Endgame Entertainment,10/2/15,7000000,573335,103,Released,A true story of love and injustice.,7.296,581,Julianne Moore-Elliot Page-Steve Carell-Michael Shannon-Luke Grimes-Josh Charles-Mary Birdsong-Dennis Boutsikaris-Skipp Sudduth-Jeannine Kaspar-Tom McGowan-Kevin O'Rourke-Stink Fisher-Gabriel Luna-Anthony DeSando-William Sadler-Adam LeFevre-Kelly Deadmon-Traci Hovel-Mina Sundwall-Julie Reiber-Karl Jacob-Jess Jacobs-Portia Reiners-Suzanne Savoy-Susan Merson-Oliver Solomon-Mary Joy-Robbie Tann-Matthew Syrett,new jersey-equality-lesbian relationship-cancer-lesbian,/794PfYjTz3yxMRdTRmdFYt6w6ff.jpg,/wZIeAncAeuqa1wjzzrNKhApWoc3.jpg,258480-286817-56743-1544-370663-353571-371447-300667-39781-17612-19344-342474-31216-152584-290762-284293-245168-22798-306819-275601-7326,42403.8283,188371.0904
93519,Karan Arjun,Action-Thriller,hi,Karan and Arjun reincarnate in the different parts of the country. But the faith of their previous mother brings them together in order to avenge their death.,11.592,Film Kraft,1/13/95,1850000,16540000,175,Released,...and they returned to take revenge!,6.7,85,Shah Rukh Khan-Salman Khan-Rakhee Gulzar-Kajol-Mamta Kulkarni-Amrish Puri-Ranjeet-Aashif Sheikh-Jack Gaud-Arjun,reincarnation-revenge,/uYhjsC9gCKhxiG2enkCJgdLOXjB.jpg,/mqYRoUMY2O4LodbDasRbZAJ4z82.jpg,11518-41517-11854-14072-10757-19657-15917-13986-14134-17501-4251-4254-370665-277432-8453-84858-25519-14395-32740-8079-14194,2621657.447,2358196.253
31965,Witchfinder General,Drama-History-Horror,en,England 1645. The cruel civil war between Royalists and Parliamentarians that is ravaging the country causes an era of chaos and legal arbitrariness that allows unscrupulous men to profit by exploiting the absurd superstitions of the peasants; like Matthew Hopkins a monster disguised as a man who wanders from town to town offering his services as a witch hunter.,11.591,Tigon British Film Productions,5/17/68,83000,1500000,87,Released,"He'll hang, burn, and mutilate you. He's the… Witchfinder General",6.5,205,Vincent Price-Ian Ogilvy-Robert Russell-Nicky Henson-Hilary Dwyer-Rupert Davies-Patrick Wymark-Wilfrid Brambell-Tony Selby-Michael Beint-Bernard Kay-Beaufoy Milton-John Trenaman-Bill Maxwell-Peter Thomas-Maggie Kimberly-Dennis Thorne-Anne Tirard-Gillian Aldam-Hira Talfrey-Jack Lynn-Michael Segal-David Webb-Sally Douglas-Edward Palmer-Lee Peters-Peter Haigh-Godfrey James-Margaret Nolan-Philip Waddilove-Toby Lennon-Morris Jar-David Lyell-Alf Joint-Martin Terry-Derek Ware-John Kidd-Susi Field-Donna Reading,rape-based on novel or book-witch burning-false accusations-religious fundamentalism-sadistic torture-witch hunt-english civil war-17th century-folk horror-suffolk england-forced sex-brutal violence,/5QuF8YbNtOpLbcTlEFSAokUv5sp.jpg,/vYcNrdYVgYA06JASPdx8JjCyjjY.jpg,,751624.2064,556582.3326
34563,Our Family Wedding,Comedy,en,The weeks leading up to a young couple's wedding is comic and stressful especially as their respective fathers try to lay to rest their feud.,11.591,Fox Searchlight Pictures-Dune Entertainment-Sneak Preview Entertainment-Pointe Studios,3/12/10,14000000,21409028,103,Released,To have and to hold... 'Til dads do us part.,5.7,111,Forest Whitaker-America Ferrera-Carlos Mencia-Regina King-Lance Gross-Diana Maria Riva-Lupe Ontiveros-Anjelah Johnson-Reyes-Charlie Murphy-Shannyn Sossamon-Tonita Castro-Anna Maria Horsford-Warren Sapp-Shondrella Avery-Sterling Ardrey-Skylan Brooks-Castulo Guerra-Joseph Mencia-Vivek Shah-Shaun B'Laurent-Ella Joyce-Sy Richardson-Noel Gugliemi-Caroline Aaron-Hayley Marie Norman-Gina Rodriguez-Harry Shum Jr.-Taye Diggs,interracial marriage-wedding-duringcreditsstinger,/zvRn8aM9lmuBbbJVJgxZl41zarB.jpg,/qu5NgAV3VWCptStuoXP3ggoP4s1.jpg,,-5772915.25,4391644.847
912726,Rhinegold,History-Drama-Crime-Music,de,Xatar’s way from the ghetto to the top of the charts is as dramatic as it is daring: Fatih Akin’s new film is based on the autobiographical novel »Alles oder Nix« (»All or Nothing«) of the probably most authentic exponent of German gangsta rap. From the hell of an Iraqi jail Giwar Hajabi (Emilio Sakraya) emigrated to Germany as a young boy with his family in the mid-1980s and has to start right at the bottom. There are opportunities but far more obstacles. Giwar’s rise from petty criminal to major dealer is swift. Until one shipment goes missing. In order to clear his debts with the cartel he plans a legendary gold heist. But just as everything goes wrong another door opens for Giwar thanks to his passion for music …,11.591,Bombero International,10/27/22,0,9598008,138,Released,,6.9,44,Emilio Sakraya-Kardo Razzazi-Mona Pirzad-Majid Bakhtiari-Julia Goldberg-Karim Günes-Doğa Gürer-Marlon Heidel-Samir Jebrelli-Denis Ölmez-Harald Schwaiger-Jesse Albert-Hussein Eliraqui-Arman Kashani-Aurel Klug-Uwe Rohde-Ugur Tasbilek-Felix Bold-Greta Sophie Schmidt-Tyrese Bukenya-Johannes Langolf-Uğur Yücel-Sogol Faghani-Denis Moschitto-Meto Ege-Minú Köchermann-Adjmal Sheerzoi,,/aUtbh1sFpCWEZlABXNjOugCbt88.jpg,/50VOlHdWIASjlznky6v498a8DGR.jpg,1130899-938133-994740-1137160-1136558-608236-1137061-916715-983282-932430-791177-739405-631842-157336-27205,2578162.243,1101071.367
333386,The Duel,Western-Drama,en,A Texas Ranger investigates a series of unexplained deaths in a town called Helena.,11.591,26 Films-Mandeville Films-Media House Capital-Atomic Entertainment-Bron Capital Partners-Lionsgate Premiere-Mississippix Studios-Crystal Wealth,6/24/16,10000000,4500,110,Released,Vengeance cannot be denied.,5.4,296,Woody Harrelson-Liam Hemsworth-Alice Braga-Emory Cohen-Felicity Price-José Zúñiga-William Sadler-Raphael Sbarge-Giles Matthey-Christopher James Baker-Christopher Berry-Benedict Samuel-David Born-Lawrence Turner-Jason Carter-John McConnell-Jimmy Lee Jr.-Kimberly Daugherty-Doug Van Liew-Josh Whites-Kerry Cahill-Heather Le Roy-Hector Machado-Kelly Bellini-Gloria Sandoval-Marlin Richardson-Ashton Evers-Jeremy Sande-Matthew Frias-Caleb J. Thaggard-Chester Rushing-Danny Cabrera-Michael Watson-Sue-Lynn Ansari-Greg Dees-Douglas M. Griffin-Mallorie Lindsey-Johnny McPhail-Indiana O'Loughlin-Sue Rock-Alaine Tyler-Alana Whites,hunting human beings-murder,/qF7PKbM4KpjF7e6KOUoluoz78fl.jpg,/ds2WG1zykRLX1kdWXRAqPZWFfMy.jpg,333484-303858-316152-338766-436969-68724-291805-27205,-2.135485535,2087.867603
10333,The Prince of Tides,Drama-Romance,en,A troubled man talks to his suicidal sister's psychiatrist about their family history and falls in love with her in the process.,11.589,Columbia Pictures,12/25/91,30000000,7478759.9,132,Released,"A story about the memories that haunt us, and the truth that sets us free.",6.6,226,Nick Nolte-Barbra Streisand-Blythe Danner-Kate Nelligan-Jeroen Krabbé-Melinda Dillon-George Carlin-Jason Gould-Brad Sullivan-Maggie Collier-Lindsay Wray-Brandlyn Whitaker-Justen Woods-Bobby Fain-Trey Yearwood-Tiffany Jean Davis-Nancy Moore Atchison-Kiki Runyan-Grayson Fricke-Ryan Newman-Chris Stacy-Milton Clark Jr.-Bonnie Johnson-Dottie Soracco-Bob Hannah-Norman Max Maxwell-R.D. Oprea-Rebecca Fleming-Sandy Rowe-Alan Sader-Frederick Neumann-Nick Searcy-Kirk Whalum-Marilyn Carter-Yvonne Erickson-Lee Lively-Ann Pierce-Francis Dumaurier-John Arceri-Warren Kremin-Robert Baglia-Marianne Hettinger-John Simmit-Leon Watkins,american football-suicide attempt-trainer-twin sister-suppressed past-childhood trauma-dysfunctional family-psychiatrist-extramarital affair-woman director,/9XnfC64QRUp5HYPtSVasi7L9NGk.jpg,/lrhZ2Zfgsgu078X3EC4XMCTe3Vf.jpg,,1495181.363,1666059.539
69798,The Inbetweeners Movie,Comedy,en,High school graduation just wouldn’t be complete without an un-chaperoned uninhibited and unforgettable final holiday. At least that’s what Will Jay Simon and Neil think when they book a two-week stay on an exotic Greek island. As their dreams of sun-drenched days and booze-filled nights are left hopelessly unfulfilled the lads fight their way into the party scene with hilariously humiliating results in this smash hit UK raunchy comedy.,11.586,Film4 Productions-IM Global-Young Bwark Productions,8/19/11,4478250,8882311.1,97,Released,Out of school. Out of their league.,6.2,775,Simon Bird-James Buckley-Blake Harrison-Joe Thomas-Emily Head-Lydia Rose Bewley-Laura Haddock-Tamla Kari-Jessica Knappett-Theo Barklem-Biggs-Theo James-Anthony Stewart Head-Victoria Willing-Greg Davies-Henry Lloyd-Hughes-Belinda Stewart-Wilson-Robin Weaver-Martin Trenaman-Alex MacQueen-David Schaal-Sophie Colquhoun-Carolin Stoltz-Etalia Turnbull-Lauren O'Rourke-Dominic Frisby-Lily Lovett-Cush Jumbo-Bobby Hirston-Tracey Temperton-Jimmy Roussounis-Matthew Wilson-Eloise Joseph-Andrew Spiers-Catherine Breeze-Christopher Miltiadou-Malcolm Scates-David Mumeni-Storme Toolis-Fernando Lopez-David Avery-Katarina Gellin-Shane Heron-Christie Aaria Emby-Emma Louise Cargill-Donna Combe-James Lee Hunt-Tyrone Jeffers-Aimee Kelly-TJ Nelson-Miltos Yerolemou,holiday-british youth-briton abroad,/nePYsVp0qU8EbSXeUdr3xEkHlzN.jpg,/ffAXhWIgVB9PRxzlDyrDKYckImx.jpg,242022-7942-177699-51540-32823-52449-72105-10748-76493-39513-15373-18480-10536-64328-33217-45243-25941-48988-23082-58232-9298,2107308.601,2087393.52
10103,Windstruck,Comedy-Romance-Drama,ko,Kyung-jin a police officer who finds herself chasing down a suspected bag-snatcher on her day off. However the man she catches turns out to be Myungwoo a passer-by who was himself trying to apprehend the real criminal.,11.585,CJ Entertainment-iLoveCinema-iFilm,6/3/04,0,5331377,123,Released,If only I can feel you... even as the wind.,7.2,116,Jun Ji-hyun-Jang Hyuk-Kim Jung-tae-Kim Soo-ro-Lee Ki-woo-Kim Chang-wan-Jung Ho-bin-Im Ye-jin-Jeon Jae-hyeong-Jeong Dae-hoon-Cha Tae-hyun-Kim Jin-Su,handcuffs-love of one's life-police officer-handcuffed-female police officer-friendly fire,/uaGheQB2GZDtdcJCZ5yUn4BuYcE.jpg,/xBC4oo8zlgVVBOPoVPV8L8UZDoQ.jpg,291549-204553-282631-346646-51608-124157-26935-363093-11178-154030-11344-146724-45035-18704-220176-18377-13855-133200-50341-38015-363579,1198326.574,2143791.741
10743,Confidence,Action-Comedy-Thriller-Crime-Mystery,en,What Jake Vig doesn't know just might get him killed. A sharp and polished grifter Jake has just swindled thousands of dollars from the unsuspecting Lionel Dolby with the help of his crew. It becomes clear that Lionel wasn't just any mark he was an accountant for eccentric crime boss Winston King. Jake and his crew will have to stay one step ahead of both the criminals and the cops to finally settle their debt.,11.585,Ignite Entertainment-Lionsgate-Cinerenta Medienbeteiligungs KG,4/25/03,15000000,23014206,97,Released,It's not about the money. It's about the money.,6.2,374,Edward Burns-Rachel Weisz-Andy García-Paul Giamatti-Morris Chestnut-Dustin Hoffman-Luis Guzmán-Donal Logue-Brian Van Holt-Franky G-Robert Forster-Leland Orser-John Carroll Lynch-Louis Lombardi-April O'Brien-Jay Giannone-Tom 'Tiny' Lister Jr.-Melissa Lawner-Nicole Marie Lenz-Elle Alexander-Elysia Skye-Robert Pine-Mary Portser-Michael Dempsey-Steve Tom-Abdoulaye NGom-Michelle Ruben-Tamie Sheffield,grifter-con-big con-con game,/yJzmAtY9DmhhjJwFnW0Zjlvz6yg.jpg,/slxjIzaShlJSzllerZZuVYfJ2m7.jpg,39053-442709-724665-39514-2789-9679-298-1996-388-564-82682-18823-1538-163-36647-161-217-49529-2502-2501-534,4235192.413,10745304.73
36094,Stanley & Iris,Drama-Romance,en,An illiterate cook at a company cafeteria tries for the attention of a newly widowed woman. As they get to know one another she discovers his inability to read. When he is fired she takes on trying to teach him to read in her kitchen each night.,11.58,Star Partners II Ltd.-Metro-Goldwyn-Mayer,2/9/90,23000000,5820015,104,Released,Some people need love spelled out for them.,6.5,130,Jane Fonda-Robert De Niro-Swoosie Kurtz-Martha Plimpton-Jamey Sheridan-Feodor Chaliapin Jr.-Zohra Lampert-Loretta Devine-Kathy Kinney-Harley Cross-Julie Garfield-Karen Ludwig-Dortha Duckworth-Stephen Root-Eddie Jones-Katherine Cortez-Mary Testa-Fred J. Scollay,education-widow-bakery-love-tutor,/ydDNS3aCnBWOT9jQiEVmN56rk2i.jpg,/scQculNdcFH75Jpru1OWkODhhe2.jpg,,405072.0754,943016.2036
245906,She's Funny That Way,Comedy-Romance,en,On the set of a playwright's new project a love triangle forms between his wife her ex-lover and the call girl-turned-actress cast in the production.,11.58,Lagniappe Films,8/29/14,0,3118433,93,Released,"The question is, Who is doing Who?",5.9,579,Owen Wilson-Imogen Poots-Kathryn Hahn-Jennifer Aniston-Will Forte-Rhys Ifans-Lucy Punch-Joanna Lumley-Illeana Douglas-Richard Lewis-Cybill Shepherd-Austin Pendleton-Tovah Feldshuh-George Morfogen-Ahna O'Reilly-Jake Hoffman-Jake Lucas-Sydney Lucas-Quentin Tarantino-Nora Jobling-Debi Mazar-Ren Croney-Colleen Camp-Jennifer Esposito-Tatum O'Neal-Michael Shannon-Poppy Delevingne-Graydon Carter-Scott Campbell-Erin Heatherton,new york city-infidelity-screwball comedy-escort-aspiring actor-sex worker,/hFNkxfqWdFVLNtDtbLdu4irKgiA.jpg,/ocQbjedQkWNaUj8queTgPGlVRlx.jpg,594084-578908-1053110-8052-318121-472734-9346-62206-43949-226857-509-2758-388-268238-27581-252512-284276-187017-209403-727293-615665,2436435.963,667172.7571
10433,Mad Dog and Glory,Comedy-Crime-Romance-Drama,en,"Wayne Dobie is a shy cop whose low-key demeanor has earned him the affectionate nickname ""Mad Dog."" After Mad Dog saves the life of Frank Milo a crime boss and aspiring stand-up comedian he's offered the company of an attractive young waitress named Glory for a week. At first both are uneasy about the arrangement but they eventually fall in love. However the situation becomes complicated when Milo demands Glory back.",11.58,Universal Pictures-Mad Dog Productions,3/5/93,19000000,11081586,96,Released,A cop who'd rather be an artist. A mobster who'd rather be a comic. And a woman who'd rather be anywhere but between them.,6,303,Robert De Niro-Uma Thurman-Bill Murray-David Caruso-Mike Starr-Tom Towles-Kathy Baker-Derek Anunciation-Doug Hara-Evan Lionel-Anthony Cannata-J.J. Johnston-Guy Van Swearingen-Jack Wallace-Richard Belzer-Clem Caserta-Fred Squillo-Chuck Parello-Tony Fitzpatrick-Eric Young-Bruce Jarchow-Bob Rice-William King-Kevin Hurley-Richard Price-John Polce-Dick Sollenberger-Paula Killen-Eddie Bo Smith Jr.-Suzy Brack-Tony Castillo-Brian Reed Garvin-Frankie 'Hollywood' Rodriguez,fistfight-police-life-saver-cop-singing,/wmgmTe9uQ5mtudN6e4IVEGvSqg1.jpg,/5GB8iFXYYsZA9cMWRTmD0RXif9S.jpg,82795-835504-9932-11778-1607-9535-1598-11005-1578-819-1597-99-12102-693-117-829-524-103-769-489-111,7670308.368,2444142.485
230222,Tarzan,Animation-Action-Adventure-Family,en,One of the most classic and revered stories of all time Edgar Rice Burroughs' Tarzan returns to the big screen for a new generation. Tarzan and Jane face a mercenary army dispatched by the evil CEO of Greystoke Energies a man who took over the company from Tarzan's parents after they died in a plane crash in the African jungle.,11.579,Constantin Film-Summit Entertainment-Ambient Entertainment,10/17/13,0,44095996,94,Released,The legend starts here,5.7,523,Kellan Lutz-Spencer Locke-Les Bubb-Joe Cappelletti-Brian Huskey-Mark Deklin-Jaime Ray Newman-Robert Capron-Jonathan Morgan Heit-Anton Zetterholm-Jason Hildebrandt-Jonathan Tweedie-Rebecca Reaney-Trevor St. John-Brian Bloom-Edd Osmond-Maximilian Allgeier-Lynn Robertson Bruce-Peter Elliott-Cecily Fay-Lilly Forgách-Craig Garner,based on novel or book-tarzan-motion capture,/wIg7TclH6PUcvTWFh0QdtU5Wcvt.jpg,/7KiBr9MNqcNNJKj6FkEGfNHSAsH.jpg,13683-76649-15657-37135-76285-172385-44896-23047-77931-62177-47327-27022-77950-101299-82702-136797-86834-137106-188207-46195-82703,2467884.35,16938689.73
253450,The Assassin,Action-Drama-History,zh,A female assassin during the Tang Dynasty begins to question her loyalties when she falls in love with one of her targets.,11.575,Wild Bunch-Media Asia Films-Sil-Metropole Organisation-Central Motion Picture Corporation-Huace Film & TV-China Dream Film Culture Industry-SpotFilms,8/27/15,15000000,632542,105,Released,,6.5,434,Shu Qi-Chang Chen-Nikki Hsieh-Sheu Fang-Yi-Ethan Juan-Xu Fan-Zuo Xiaoqing-Satoshi Tsumabuki-倪大红-Shih Chun-Yun Zhou-Mei Fang-Jacques Picoux-Yong Mei-Zhen Yu Lei,assassin-tang dynasty-wuxia-slow cinema-7th century,/10RcGMfzg2lIW1aLcR4ILfNbHK2.jpg,/oHX5Abgjy7GLZWJaqQ54p8GsQvl.jpg,44865-848483-345235-258406-50797-26005-16958-1600-1939-169-79-157336-254320-264660-270487-843-268-152584-11778-276907-829,399921.2118,283076.3923
476764,The Front Runner,Drama-History,en,Gary Hart former Senator of Colorado becomes the front-runner for the Democratic presidential nomination in 1987. Hart's intelligence charisma and idealism makes him popular with young voters leaving him with a seemingly clear path to the White House. All that comes crashing down when allegations of an extramarital affair surface in the media forcing the candidate to address a scandal that threatens to derail his campaign and personal life.,11.574,Stage 6 Films-Bron Studios-Right of Way Films-Creative Wealth Media Finance,11/6/18,0,3242235,113,Released,The week America went tabloid.,5.9,305,Hugh Jackman-Vera Farmiga-J.K. Simmons-Mark O'Brien-Molly Ephraim-Chris Coy-Alex Karpovsky-Josh Brener-Tommy Dewey-Kaitlyn Dever-Oliver Cooper-Jenna Kanell-RJ Brown-Alfred Molina-Mamoudou Athie-Ari Graynor-John Bedford Lloyd-Steve Coulter-Spencer Garrett-Steve Zissis-Bill Burr-Kevin Pollak-Mike Judge-Nyasha Hatendi-Margo Moorer-Kenneth Nance Jr.-Sara Paxton-Toby Huss-Courtney Ford-Rachel Walters-Randy Havens-Jennifer Landon-Joe Chrest-Mike Lawrence-Lee Armstrong-Jonny Pasvolsky-Jeff Witzke-Michael Crider-Evan Castelloe-Stephanie Allynne-Danny Kang-Evan Kelly-Joe Washington-Jon Meacham-Lucius Baston-Patricia French-Victor McCay-Scott Deal-Carrie Walrond Hood-Joanne Clendining-Tony Scott-Christen Orr-David Dillon-Cristina Figarola-Kristopher Charles-Jason Edwards-Gara Coffey-Monica Mears-Kendrick Cross-Matt Bai-Ryan Davenport-Collin Sutton-Bart Hansard-Deadra Moore-Chuck Tedder-Adam Drescher-Theodore Murphy-Gabriel Manak-Milton Saul-Olivia De Paux-Christine Marie Evans-Marc Demeter-Robin Dyke-Enya Flack-Donna Sexton-Ellen Soderberg-Jim Bakker-Tammy Faye Bakker-Tom Brokaw-Johnny Carson-Walter Mondale-Jane Pauley-Maria Shriver,colorado-senator-scandal-biography-politics-politician-based on true story-love affair-presidential campaign-1980s,/9QKzd31H1bCjMAJ8HoaASWqbHfY.jpg,/kQVo5ECXrTcoMtj8hWbdiqpfPms.jpg,429203-446807-375262-401469-429197-361292-480530-375588-428078-400650-504172-490132-404368-399579-299537-324857-338952-424694,700686.6912,657451.5602
