,name,genres,directors,writers,averageRating,numVotes,actors,original_language,production_companies,release_date,budget,revenue,runtime,status,keywords,trailer_views,trailer_likes,titleType_movie,titleType_tvMovie,director_score,writer_score,actor_score,star_score,is_documentary,genres_Action,genres_Adult,genres_Adventure,genres_Animation,genres_Biography,genres_Comedy,genres_Crime,genres_Documentary,genres_Drama,genres_Family,genres_Fantasy,genres_Film-Noir,genres_History,genres_Horror,genres_Music,genres_Musical,genres_Mystery,genres_Romance,genres_Sci-Fi,genres_Sport,genres_Thriller,genres_War,genres_Western,is_holiday_release,is_competitive_month,production_popular,lang_en,lang_fr,lang_es,lang_hi,lang_ja,lang_other,has_trailer,has_keywords,keyword_embedding
5979,Land of the Dead,"Horror,Sci-Fi,Thriller",George A. Romero,George A. Romero,6.2,102844.0,"Elliot Cowan,Asia Argento,Dutch Johnson,James Morrison,Jane Webb,Joseph D. Reitman,Simon Baker,John Leguizamo,Dimitri Leonidas,Evanna Lynch,Rory Amidon,Dan Cade,Tuppence Middleton,Kyle Rappaport,Tiffany Smith,Dennis Hopper,Lena Headey,Tim Niverth,Amara James,Stephanie Sanditz,Eugene Clark,Jennifer Baxter,Ted Knight,Elliot Knight,Naziah Hendrix,Gerald Germajesty Price,Lisa Ebersole,Griffin Newman,Robert Joy,Devon Anderson,Sarah Michelle Gellar,Junix Inocian,Tony Nappo,Kevin Michael Richardson,Tony Todd,Lucia Cecchetto,Joanne Boland,Larrs Jackson,Scampi,Spyke Styletto,Justin Long,Chris Wood,Catherine Carlen,Brianna Paige Dague,Boyd Banks,Pat Harrington Jr.,Marama Corlett,Leah Shannon,Hana Hahn,Orla Brady",en,Universal Pictures-Wild Bunch-Atmosphere Entertainment MM-Ontario Media Development Corporation (OMDC)-Romero-Grunwald Productions-Rangerkim,2005-06-18,24092857.14285714,75610024.09952381,93.0,Released,cage-dystopia-zombie-zombie apocalypse-apocalyptic vision,10643297.80670978,10629428.86150478,1.0,0.0,1,1,1,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-0.021204531
5980,Spirit Trap,"Horror,Thriller",David Smith,"Phil O'Shea,Paul Finch,Rohan Candappa",4.4,1630.0,"Luke Mably,Kitt Smith,Miruna Biranu Chetu,Chiké Okonkwo,Billie Piper,Justine Latham,Sam Troughton,Oxana Moravec,Alsu,Jasmine Torrence,Emma Catherwood,Ovidiu Matesan,Ryan Preston",en,Castel Film-Archangel Filmworks,2005-08-12,7227857.142857143,40548.27857142857,91.0,Released,london england-haunted house-supernatural-ouija board-ghost,2052.2892488133884,9576.683892367775,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0040379763
5981,The Three Burials of Melquiades Estrada,"Adventure,Crime,Drama",Tommy Lee Jones,Guillermo Arriaga,7.3,42471.0,"Tommy Lee Jones,January Jones,Melissa Leo,Mel Rodriguez,Ignacio Guadalupe,Cecilia Suárez,Julio Cesar Cedillo,Barry Pepper,Levon Helm,Dwight Yoakam",en,The Javelina Film Company-EuropaCorp,2005-11-17,24092857.14285714,19332347.893809523,121.0,Released,mexico-texas-illegal immigration-border patrol-usa–mexico border-promise-corpse-desert-neo-western-coyote,2871055.4831844373,3550426.958517851,1.0,0.0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.4148667
5982,Antares,"Drama,Romance",Götz Spielmann,Götz Spielmann,6.1,3721.0,"Angelika Niedetzky,Angely Gaviria,Angga Yunanda,Óscar Casas,Gabriella Ekaputri,Yesaya Abraham,Fatih Unru,Irzan Faiq,Junior González,Hary Prinz,Xenia Ferchner,Carlos Quintero,Beby Tsabina,Sofía Araújo,Rafael Adwel,Corben Draper,Sebastian Eslava,Maudy Effrosina,Petra Morzé,Dylan Fuentes,Susanne Wuest,Andreas Patton,Dennis Cubic,Laura Archbold,Caleb Michael,Afifah Ifah'nda,Kiara Mckenna,Johannes Thanheiser,Andreas Kiendl,Sebastian Osorio,Valeria Emiliani,Martina Zinner",de,OFI-Lotus-Film-Teamfilm Produktion,2004-12-03,830304.3938591847,107790.11641079937,105.0,Released,infidelity-vienna austria-erotic movie-quarreling couple-cuckolded husband,215.99390785062948,12543.208170478638,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.065877676
5983,Cruel World,"Comedy,Drama,Horror",Kelsey T. Howard,"Gene Hess,Paul Lawrence,Paul T. Murray",3.7,1525.0,"Ainhoa Rodriguez Pereira,Francis Cooper,Kemuel Butler,Björn Maass,Nicole Bilderback,Angelika Berbner,Ricky Leroy Bodkin,Nikolai Hüsch,Sanoe Lake,Edward Furlong,Susan Ward,Joel Michaely,Ela Minus,Mark Ramjohn,Jens Kümpel,Peter Adams,Max Risler,Andrew Keegan,Elias El Khalifa,Reece Presley,Stefan Drogies,Anna Jaller,Christine L. Nguyen,Christine Kümpel,Harvey Davey,Dylan Mask,Milan Bocker,Aimee Garcia,Christopher Kardos,Nate Parker,Rachel Sellan,Eddie Allison,James Neely,Daniel Franzese,Laura Ramsey",en,Primetime Pictures-Emergence Entertainment,2005-09-01,3212380.9523809524,26251.577142857146,88.0,Released,college-challenge-psychopath-revenge-murder-slasher,1760.53020714664,4767.946761221277,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.14279604
5984,Doom,"Action,Horror,Sci-Fi",Andrzej Bartkowiak,"Dave Callaham,Wesley Strick",5.2,121068.0,"A. Das Baron,Ricco Fajardo,Peter Egan,Dwayne Johnson,Brad Hawkins,Haley Esposito,Deobia Oparei,Aubrey Morris,Kevin Schon,Scott Frerichs,Yahtzee Croshaw,Michael Obermeier,Billy Russell,Piotr Michael,Vyacheslav Morozov,Dexter Fletcher,Brian Steele,Kevin Cloud,Artyom Suchkov,Quazi Nawshaba Ahmed,Bobby Prince,Razaaq Adoti,Bumper Robinson,Sarafina M. Jallah,Alastair Sim,Rob Walker,Rosalie Crutchley,Aleksandr Rud,Olga Vinichenko,Gleb Kiselov,James Jarosz,Hazel Coppen,Jeremy Gable,Michael Graf,Aminur Islam Liton,Tia Lynn Ballard,Justin Briner,Colleen Clinkenbeard,Tamara Chambers,Elizabeth Daily,Jake Steele,Morgan Berry,Henrick Weins,John Miranda,Darin De Paul,Pat Contri,Artyom Zhigulin,Brian Blessed,Al Weaver,Tanha Tasnia,Dmitriy Yachevskiy,James Rolfe,Lynsey Hale,Daniil Egorov,Pran Roy,Sarah Badel,Ben Daniels,Christopher Murvey,Mathew Buck,Richard Brake,Daniel Feith,Irina Knyaznidelina,Abu Hurayra Tanvir,Freddie Jones,Stuart Brown,Yuriy Grubnik,Wyn Delano,David Koseruba,Karl Urban,Fay Compton,Abby Craden,Doug Walker,Daniel Matschijewsky,Malcolm Ray,Jon Bailey,Rosamund Pike,Eric Rodriguez,Chris Guerrero,John Romero",en,Babelsberg Film-Di Bonaventura Pictures-John Wells Productions-Reaper Productions-Stillking Films-Doom Productions-Distant Planet Productions,2005-10-20,96371428.57142857,9327488.447,105.0,Released,martial arts-monster-fight-teleportation-superhuman-creature-special forces-commando-based on video game-severed ear-future war-wisecrack humor-action hero-2040s,2300318.997690118,1328092.7044153258,1.0,0.0,0,0,1,167,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.537325
5985,Find Me Guilty,"Biography,Comedy,Crime",Sidney Lumet,"Sidney Lumet,T.J. Mancini,Robert J. McCrea",7.0,37097.0,"Elli Avrram,Peter Dinklage,Vin Diesel,Rajesh Khera,Saurabh Shukla,Angad Bedi,Swanand Kirkire,Makrand Deshpande,Kubbra Sait,Manav Kaul,Alex Rocco,Ron Silver,Sumeet Vyas,Paul Borghese,Vinny Vella,Viraf Patel,Frank Pietrangolare,Jerry Grayson,Richard DeDomenico,Tony Ray Rossi",en,Bob DeBrino Entertainment-Yari Film Group Releasing-BDE Entertainment-Bob Yari Productions-Syndicate Films International-Crossroads Entertainment (II)-Three Wolves Productions-MHF Zweite Academy Film-One Race,2006-03-16,20227961.309523813,4102599.324866072,125.0,Released,court case-gangster-staatsanwältin-family clan-courtroom drama-legal thriller,987739.6451413002,444874.8128171573,1.0,0.0,1,1,2,271,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.13795948
5986,In the Land of Women,"Comedy,Drama,Romance",Jonathan Kasdan,Jonathan Kasdan,6.4,33128.0,"Kristen Stewart,Gia Mantegna,Adam Brody,Danielle Savre,Jared Bentley,Makenzie Vega,Rob Reinis,Annie Sorell,Alicia Lorén,JoBeth Williams,Elena Anaya,Kelsey Keel,Meg Ryan",en,Castle Rock Entertainment-Land Films Inc.-Anonymous Content,2007-04-16,15129062.129235754,26475858.72616257,97.0,Released,infidelity-love-flashback-cancer-neighbor-writer-illness,7509921.548440315,3159527.6403419184,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.2237711
5987,The Kite Runner,Drama,Marc Forster,"David Benioff,Khaled Hosseini",7.6,83690.0,"Khalid Abdalla,Elham Ehsas,Sayed Jafar Masihullah Gharibzada,Zekeria Ebrahimi,Shaun Toub,Atossa Leoni,Homayoun Ershadi,Mir Mahmood Shah Hashimi,Nabi Tanha,Ahmad Khan Mahmoodzada",en,DreamWorks Pictures-MacDonald/Parkes Productions-Sidney Kimmel Entertainment-Neal Street Productions-China Film Co-Production Corporation-Wonderland Films-Participant-Ebeling Group-Beijing Happy Pictures Cultural Communications Co.-Kite Runner Holdings,2007-12-14,30258124.258471508,11085978.676477993,128.0,Released,1970s-afghanistan-hang gliding-afghanistan war (2001- )-taliban-cowardice-best friend-cowardliness-child,4854593.617303529,1521786.519528146,1.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.3987198
5988,The Marine,"Action,Comedy,Drama",John Bonito,"Michelle Gallagher,Alan B. McElroy",4.8,36568.0,"Frank Carlopio,Ivo Buhles,Robert Patrick,Abigail Bianca,Kelly Carlson,Daren Jackson,Anthony Ray Parker,Tasha Reign,Jerome Ehlers,Al Marchese,Brian Zane,Damon Gibson,Todd Knight,Drew Powell,Nick Manning,Carter James,Manu Bennett,Dana DeArmond,John Cena,Rusty Nails,Mathew Buck,Chad White,Daisy Haze",en,Pacific Film and Television Commission-WWE Studios-20th Century Fox,2006-10-13,31119940.476190478,34489620.078928575,92.0,Released,kidnapping-macho-swamp-south carolina-iraq war-commando-ex-marine-diamond heist-military discharge,652896.8572567471,4688625.254877065,1.0,0.0,0,0,1,192,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.38732648
5989,Mr. Woodcock,"Comedy,Romance,Sport",Craig Gillespie,"Michael Carnes,Josh Gilbert",5.2,37455.0,"Jacob Davich,Joseph Michael Sargent,Alec George,Ethan Suplee,Melissa Sagemiller,Seann William Scott,Susan Sarandon,Kyley Baldridge,Billy Bob Thornton,Amy Poehler",en,Landscape Entertainment-Avery Pix,2007-09-14,33283936.68431866,50959522.55114738,87.0,Released,overweight child-sports-teacher,26696666.831697937,10993598.588384446,1.0,0.0,1,0,1,45,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-0.1512698
5990,Pokémon: Jirachi - Wish Maker,"Action,Adventure,Animation","Kunihiko Yuyama,Eric Stuart",Hideki Sonoda,5.7,4847.0,"Kaori,Veronica Taylor,Rica Matsumoto,Yûji Ueda,Amy Birnbaum,Ikue Ôtani,Eric Stuart,Madeleine Blaustein,Kyôko Yamada,Rachael Lillis",ja,Shogakukan Production-OLM-Pikachu Project,2003-07-19,0.0,56941372.82608695,81.0,Released,comet-wish-anime,6406258.185828986,5244535.629198451,1.0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,-0.13344026
5991,Stranger Than Fiction,"Comedy,Drama,Fantasy",Marc Forster,Zach Helm,7.5,240190.0,"Terri J. Vaughn,Matt Ottinger,Natalie J. Robb,Lawrence Derx,Jon Pertwee,Dina Meyer,Ken Pogue,Francis De Sales,Aaron Meeks,Marshall Napier,Rachael Carpani,Tom McGuire,Ben Jones,Peggy Knudsen,Stirling Gallacher,Bernard Hunter,Jonathan Kehoe,Cleonie Morgan-Wootton,Kimberly Harrison,Douglas Barr,Richard Lynch,Frances Bay,Sylvester McCoy,Bobby Reed,Deryck Guyler,Colin Baker,Carlin Birkey,Ariyon Bakare,Diane Keen,Jill Shari Collins,Mohammad Abbasi,Peter Davison,Eva Fontaine,T.J. Jagodowski,Deborah Duchene,Wesley Barry,Brett Clark,Bill Baggs,Lee Majors,Omari Henry,Vanda Godsell,Damon Dice,Billy Boston,Dave Winter,Bernard Fox,Ovi Coda,Jessica Charity,Laurence Barner,Evelyn Burns,Steve O'Neill,Susan Lucci,Mandana Rothschild,Dan Fox,Malinda Williams,Sandi Ross,Michael Medwin,Rockmond Dunbar,John Kapelos,David Bowles,Ana Foxxx,Vanessa Williams,Robert Lewis,Rodd Houston,Laura Press,George Foley,Jean Dumont,Emma Thompson,Wade Boteler,Guy Massey,Patricia Haines,Jason Davie,Will Ferrell,Michael Allcock,Jim Anklam,Nigel Bennett,Darrin Dewitt Henson,Catherine Disher,Dillon Cox,Maggie Cronin,Kenna James,Brad Armstrong,Tom Butcher,Michala Banas,Al Burns,Queen Latifah,Natasha Gregson Wagner,Byron Keith,Margaret Hope,Heather Thomas,Nicola Bryant,Christopher Timothy,Nell Emerald,Derek Benfield,Aaron Skip Bartlett,Michael Flynn,Monica Alfonsin,Geraint Wyn Davies,Bridie Carter,Katherine MacDonald,Greg Carroll,Sydney Tafler,George Cisar,George Roderick,Neil Bennett,Jimmy Lydon,Jim Glaister,Larissa Laskin,Mackenzie Astin,Jackson Tropp,Corrinne Wicks,Mike Road,Efrem Zimbalist Jr.,Harry O'Connor,Nicole Ari Parker,Jodi Herbert,Brendan Connor,Martha Espinoza,Bolen High,Christopher B. Duncan,Suzanne Lloyd,Dan Cantwell,Paul Bartley,Milo Miranda,Small Hands,Louis Quinn,Desmond Grundy,Christie Blizzard,Jake Adams,Sam Gilman,Aaron Jeffery,Todd Field,Kate Hall,Jonny Pasvolsky,Sonia Todd,John Howard,Jacqueline Beer,Aaliyah Love,Dustin Hoffman,Barbara Britton,Gary Russell,John Jarratt,Charles McGraw,Ricky Adams,Rob Hackney,Roger Smith,Clinton Voss,Scott Subiono,Jimmy Wallington,Andrew Miller,Joe Unger,William Dick,Markie Post,Simmone Mackinnon,Curtis Taylor,Richard Denning,Rusty Carlock,D.D. Delaney,Harry Lorraine,Ella Ryan,Ronald Underwood,Jackie Russell,Mehru Khan,Boris Kodjoe,Jenna Leigh Gline,Peter Grosz,Natsuko Ohama,Heath Miller,Jayson Kane,Brett Tucker,Brian Fitzsimmons",en,Columbia Pictures-Mandate Pictures-Three Strange Angels-Mandate International,2006-09-09,46679910.71428572,8348425.686178573,113.0,Released,professor-literature-love-author-fate-death-dying-novelist-publisher-what if,1415754.6746953677,2066239.686697897,1.0,0.0,1,0,1,100,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.30713737
5992,The Tale of Despereaux,"Adventure,Animation,Comedy","Sam Fell,Robert Stevenhagen","Kate DiCamillo,Gary Ross,Will McRobb,Chris Viscardi",6.1,40671.0,"Emma Watson,William H. Macy,Walter Banasiak,Julie Nathanson,Jason Harris,James Jarosz,Heather Reusz,Dustin Hoffman,Jambareeqi,Ciarán Hinds,Tracey Ullman,Doug Walker,Aiyanna Wade,Malcolm Ray,Kevin Kline,Lily Rubens,Stanley Tucci,Robbie Coltrane,Matthew Broderick,Tony Hale,Rob Walker",en,Larger Than Life Productions,2008-12-18,87417918.00392935,12668016.791630866,93.0,Released,based on novel or book-loyalty-totalitarian regime-mouse-forgiveness-honor-unlikely friendship-chivalry-animal lead-fantasy,3155567.8401626656,2863515.799325989,1.0,0.0,0,1,1,46,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.3908732
5993,The Stanford Prison Experiment,"Biography,Drama,History",Kyle Patrick Alvarez,"Tim Talbott,Philip Zimbardo",6.8,47108.0,"Billy Crudup,Olivia Thirlby,Nicholas Braun,Moises Arias,Ki Hong Lee,Ezra Miller,Michael Angarano,Gaius Charles,Tye Sheridan,Keir Gilchrist",en,Abandon Pictures-Coup d'Etat Films-Sandbar Pictures,2015-07-17,0.0,851739.5451507698,122.0,Released,prison-1970s-experiment-based on true story-prison brutality-human experiment,7680.172461718902,169909.62820790612,1.0,0.0,0,0,1,162,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.15144384
5994,The Texas Chainsaw Massacre: The Beginning,Horror,Jonathan Liebesman,"Sheldon Turner,David J. Schow",5.8,79245.0,"Julien Diaz,Diora Baird,Matt Bomer,Mike Jeavons,Mat Williams,Allison Pregler,Lee Tergesen,Albert Knapp,Jordana Brewster,Tim Niverth,Marietta Marich,Christopher Barnard,R. Lee Ermey,Taylor Handley,Mathew Buck,Lawrence Simpson,Andrew Bryniarski,Terrence Evans,Kathy Lamkin",en,Texas Chainsaw Productions-New Line Cinema-Next Entertainment-Platinum Dunes-Vortex/Henkel/Hooper,2006-10-05,24895952.38095238,16705791.664456846,91.0,Released,war veteran-mass murder-chain saw-sadism-knife-psychopath-biker-prequel-murder-gore-serial killer-leatherface-slaughterhouse-slasher-chainsaw-torture-cruelty-series of murders-cannibal-severed foot-meat hook-severed hand-1960s-graphic violence,-776636.3290480616,3500606.527389176,1.0,0.0,0,0,1,192,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.60641277
5995,Veer-Zaara,"Drama,Family,Musical",Yash Chopra,Aditya Chopra,7.8,59523.0,"Preity G Zinta,Kirron Kher,Amitabh Bachchan,Boman Irani,Anupam Kher,Manoj Bajpayee,Shah Rukh Khan,Rani Mukerji,Divya Dutta,Hema Malini",hi,Yash Raj Films,2004-11-12,11624261.514028586,48797520.62191636,192.0,Released,prison-love of one's life-pilot-class society-musical-pakistan-india-kashmir conflict,9710772.36503718,9114499.476488251,1.0,0.0,0,0,1,83,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0.30159497
5996,Infamous,"Biography,Crime,Drama",Douglas McGrath,"Douglas McGrath,George Plimpton",7.0,18504.0,"Jeff Daniels,Robert Amico,Jake Manley,John Chambers,Elizabeth Bowen,Toby Jones,Kodak Jones,Michael Sirow,Aaron Dalla Villa,Madi Bready,Hector Hugo,Joe Keenan,Mia Matthews,Louis Findlay,Jennifer Hayward,Roy Werner,Anthony Pellegrino,Michael J. Sanchez,Benjamin Bratt,Tom Welling,Christopher Diaz,Walter A. Saunders III,Justin Sherburn,Bennett White,Alessandra Montresor,Javontae Brownlee,Gwyneth Paltrow,Luke Sexton,Stewart Mathers,Jr. Be Snappin,Rusbeh Bani,Kirby Morrow,Bella Thorne,Aaron Ashmore,Richard Azurdia,Jennifer Innamorati,Sigourney Weaver,Cassidy Freeman,Tyrese Gibson,Rey Arteaga,Derek Russo,Charlie McKenzie,Freshie,Allison Mack,Alex J. Moreno,Daniel Craig,Jasper Cole,Laura Mennell,Jude Demorest,Peter Bogdanovich,James Harlon Palmer,Chriss Anglin,Jordan Rheanne Murphy,Bobby James Morgan,Melanie Welch,Sam Witwer,Isabella Rossellini,Christy St. John,Brent Miller,Tori Spelling,Justin Hartley,Rodney H. Glover,Raina Houston,Kelly Metzger,Nealla Gordon,Damon Carney,Marisa Coughlan,Queen Latifah,Lee Hodge,Karr Washington,Brittany O'Grady,Miss Lawrence,Paul Dobson,Erica Durance,Lauren q Peacock,Jennifer Lynn Warren,Harvard Taylor,Aaliyah Muhammad,Tiya Rene'e,Craig Bonacorsi,Benedict McKenna,Lizbeth Santos,Rose Lane Sanfilippo,Marta Manduca,Ryan Kennedy,Danny 'Dano' Anderson,Cierra Janae,Amber Riley,Stephen Lobo,Jillian Michaels,Tariq Jalil,Joey Oglesby,Kathleen Barr,Amiyah Scott,Nick Wechsler,AJ Wedding,Alan Marriott,Sandra Bullock,Clint McCommon,Jessica Landon,Michael O'Hearn,Jennifer Klein,Yasemin Gravitas,Quincy Brown,Roselie Willamson,Jonah Allison,Greg Washington,Benjamin Scott Perry,Daniela Delfino,Ryan Destiny,Leanne K. Hoffman,Vincent Tong,Kelly Kruger,Scarlett Stinson,Trace Germaine,Matthew Bartona,Michael Adamthwaite,Rahvaunia,Alec Hunter",en,Longfellow Pictures-Warner Independent Pictures (WIP)-Killer Films-Jack and Henry Productions Inc.,2006-09-11,20227961.309523813,4185319.2386458335,110.0,Released,killing-death penalty-biography-kansas usa-based on true story-author-truman capote-1960s-murder hunt,2557038.271087741,159853.87245158543,1.0,0.0,0,0,6,535,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.3479706
5997,Opal Dream,"Drama,Family",Peter Cattaneo,"Peter Cattaneo,Phil Traill,Ben Rice,Hester Schofield",6.5,1087.0,"Denise Roberts,Sharni Honor,Jacqueline McKenzie,Vince Colosimo,Robert Morgan,Anna Linarello,Peter Callan,Christian Byers,Sapphire Blossom,Stephen Potter",en,Renaissance Films,2006-07-12,7779985.119047619,218875.87735119052,86.0,Released,miner-australia-terminal illness-imaginary friend-based on children's book-opal,39111.36661888012,32812.819055221364,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.1946168
